book_id,goodreads_book_id,title,authors,genres
82,1845,Into the Wild,Jon Krakauer,"adult-non-fiction,adult-nonfiction,american-literature,autobiography,bio-memoir,biographies-memoirs,biography,biography-autobiography,biography-memoir,classics,contemporary,fiction,history,literature,memoir,memoir-biography,memoirs,non-fiction,nonfiction,philosophy,to-read-non-fiction,young-adult"
83,1953,A Tale of Two Cities,"Charles Dickens, Richard Maxwell, Hablot Knight Browne","adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fiction,fiction-classics,general-fiction,historical,historical-fiction,history,literary-fiction,literature,romance,the-classics,to-read-classics,to-read-fiction,war,young-adult"
84,7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"adult-fiction,classics,contemporary,contemporary-fiction,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,general-fiction,horror,literature,modern-fiction,mystery,mystery-thriller,popular-fiction,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,suspense,suspense-thriller,techno-thriller,thriller,thriller-suspense,thrillers,young-adult"
85,370493,The Giving Tree,Shel Silverstein,"children,children-books,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,children-young-adult,childrens,childrens-book,childrens-books,childrens-fiction,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,fantasy,favorite-children-s-books,fiction,juvenile-fiction,literature,middle-grade,philosophy,poetry,ya,young-adult"
86,32542,A Time to Kill,John Grisham,"adult-fiction,classics,contemporary,contemporary-fiction,crime,crime-mystery,crime-mystery-thriller,crime-thriller,fiction,general-fiction,historical-fiction,legal-fiction,legal-thriller,legal-thrillers,literature,modern-fiction,mysteries-thrillers,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,popular-fiction,realistic-fiction,suspense,suspense-mystery,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
87,1617,Night (The Night Trilogy #1),"Elie Wiesel, Marion Wiesel","autobiography,autobiography-memoir,bio-memoir,biographies-memoirs,biography,biography-autobiography,biography-memoir,classic-literature,classics,contemporary,fiction,historical,historical-fiction,historical-non-fiction,history,horror,literature,memoir,memoir-biography,memoirs,non-fiction,nonfiction,philosophy,war,world-war-2,world-war-ii,ya,young-adult"
88,6442769,Paper Towns,John Green,"contemporary,contemporary-ya,fiction,mystery,realistic-fiction,romance,teen,teen-fiction,ya,ya-books,ya-contemporary,ya-lit,young-adult,young-adult-fiction,young-adult-lit,young-adults"
89,21787,The Princess Bride ,William Goldman,"adult-fiction,children,children-s,children-s-books,childrens,classic-literature,contemporary,fantasy,fantasy-scifi,fiction-fantasy,general-fiction,genre-fantasy,historical,historical-fiction,historical-romance,literature,modern-classics,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,speculative-fiction,teen,to-read-classics,to-read-fantasy,to-read-fiction,ya,ya-fantasy"
90,231804,The Outsiders,S.E. Hinton,"children,children-s,children-s-books,childrens,classics,contemporary,crime,fiction,general-fiction,historical,historical-fiction,literature,middle-grade,modern-classics,realistic-fiction,teen,teen-fiction,ya,ya-books,ya-fiction,ya-lit,young-adult,young-adult-fiction,young-adult-lit"
91,6186357,"The Maze Runner (Maze Runner, #1)",James Dashner,"fantasy,fantasy-sci-fi,fiction,mystery,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi,suspense,teen,teen-fiction,thriller,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fiction"
92,1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)","Steven D. Levitt, Stephen J. Dubner","adult-non-fiction,adult-nonfiction,behavioral-economics,business-economics,contemporary,economics,economics-business,fiction,general-non-fiction,history,non-fiction,non-fiction-to-read,nonfiction,other-non-fiction,philosophy,politics,psychology,read-non-fiction,to-read-non-fiction,to-read-nonfiction"
93,2998,The Secret Garden,Frances Hodgson Burnett,"british-literature,children,children-books,children-s,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens,childrens-books,childrens-classics,childrens-fiction,childrens-lit,childrens-literature,classic-fiction,classic-literature,classics,classics-to-read,fantasy,fiction,general-fiction,historical,historical-fiction,juvenile-fiction,literature,middle-grade,mystery,realistic-fiction,the-classics,to-read-classics,ya,young-adult"
94,320,One Hundred Years of Solitude,"Gabriel García Márquez, Gregory Rabassa","adult-fiction,classic-fiction,classic-literature,classics,classics-to-read,contemporary,contemporary-fiction,fiction,fiction-to-read,general-fiction,historical,latin-american-literature,literary-fiction,literature,magic-realism,magical-realism,romance,spanish-literature,to-read-classics,to-read-fiction,world-literature"
95,5297,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides","adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fantasy,fiction,general-fiction,gothic,historical,historical-fiction,horror,irish-literature,literary-fiction,literature,magical-realism,mystery,philosophy,the-classics,to-read-classics"
96,13536860,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fantasy,fiction,romance,romance-erotica"
97,17245,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal","adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fantasy,fantasy-sci-fi,fiction,gothic,gothic-fiction,gothic-horror,historical,historical-fiction,horror,horror-thriller,literature,mystery,romance,sci-fi-fantasy,science-fiction,suspense,the-classics,thriller,to-read-classics"
98,5060378,"The Girl Who Played with Fire (Millennium, #2)","Stieg Larsson, Reg Keeland","adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-mystery-thriller,crime-thriller,detective,fiction,general-fiction,literature,modern-fiction,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thrillers,nordic-noir,popular-fiction,realistic-fiction,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
99,11857408,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,"contemporary,fiction,romance,romance-contemporary,young-adult"
100,7244,The Poisonwood Bible,Barbara Kingsolver,"adult-fiction,american-literature,classics,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,historical,historical-fiction,history,literary-fiction,literature,modern-fiction,realistic-fiction,to-read-fiction"
101,4137,Me Talk Pretty One Day,David Sedaris,"adult-fiction,adult-non-fiction,adult-nonfiction,autobiography,autobiography-memoir,bio-memoir,biography,biography-autobiography,biography-memoir,contemporary,fiction,literature,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-biographies,non-fiction,nonfiction"
102,19543,Where the Wild Things Are,Maurice Sendak,"award-winner,award-winners,children,children-books,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,children-young-adult,childrens,childrens-book,childrens-books,childrens-fiction,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,fantasy,favorite-children-s-books,fiction,literature,modern-fantasy,ya,young-adult"
103,7126,The Count of Monte Cristo,"Alexandre Dumas, Robin Buss","adult-fiction,classic-fiction,classic-literature,classics,classics-to-read,crime,fantasy,fiction,french-literature,general-fiction,historical,historical-fiction,history,literary-fiction,mystery,romance,the-classics,thriller,to-read-classics,to-read-fiction"
104,6288,The Road,Cormac McCarthy,"adult-fiction,american-literature,classics,contemporary,contemporary-fiction,fantasy,fantasy-sci-fi,fiction,general-fiction,horror,literary-fiction,literature,modern-classics,modern-fiction,sci-fi,sci-fi-fantasy,science-fiction,scifi,scifi-fantasy,speculative-fiction,suspense,thriller"
105,18710190,"Allegiant (Divergent, #3)",Veronica Roth,"fantasy,fantasy-sci-fi,fiction,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi,teen,teen-fiction,ya,ya-books,ya-dystopia,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fiction"
106,9418327,Bossypants,Tina Fey,"adult-non-fiction,adult-nonfiction,auto-biography,autobiography,autobiography-memoir,bio-memoir,biographies-and-memoirs,biographies-memoirs,biography,biography-autobiography,biography-memoir,contemporary,fiction,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-biographies,non-fiction,nonfiction"
107,3473,A Walk to Remember,Nicholas Sparks,"adult-fiction,classics,contemporary,contemporary-fiction,fiction,general-fiction,historical-fiction,love-story,realistic-fiction,romance,ya"
108,9416,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,"adult-fiction,chick-lit-romance,contemporary,contemporary-fiction,contemporary-romance,fiction,general-fiction,realistic-fiction,romance,women-s-fiction,womens-fiction,ya,young-adult"
109,24280,Les Misérables,"Victor Hugo, Lee Fahnestock, Norman MacAfee","adult-fiction,classic-fiction,classic-literature,classics,classics-to-read,fiction,french-literature,general-fiction,historical,historical-fiction,history,literary-fiction,literature,romance,the-classics,to-read-classics,to-read-fiction,war"
110,10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"adult-fantasy,adult-fiction,dragons,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fiction,fiction-fantasy,historical,historical-fiction,magic,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,war"
111,10441,The Memory Keeper's Daughter,Kim Edwards,"adult-fiction,classics,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-fiction,mystery,popular-fiction,read-fiction,realistic-fiction,romance,young-adult"
112,15507958,"Me Before You (Me Before You, #1)",Jojo Moyes,"adult-romance,contemporary,fiction,general-fiction,literary-fiction,love-story,romance,women-s-fiction,womens-fiction,ya"
113,168668,Catch-22,Joseph Heller,"adult-fiction,american-literature,classic-fiction,classic-literature,classics,classics-to-read,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,history,literary-fiction,literature,military,modern-classics,to-read-classics,to-read-fiction,war,world-war-2,world-war-ii"
114,6900,Tuesdays with Morrie,"Mitch Albom, Saulius Dagys","adult-fiction,autobiography,biographies-memoirs,biography,biography-memoir,classics,contemporary,contemporary-fiction,fiction,general-fiction,literature,memoir,memoir-biography,memoirs,non-fiction,nonfiction,philosophy,psychology,realistic-fiction,young-adult"
115,2187,Middlesex,Jeffrey Eugenides,"adult-fiction,american-literature,award-winners,classics,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,history,literary-fiction,literature,modern-fiction,pulitzer-fiction,realistic-fiction,to-read-fiction"
116,24583,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye","adult-fiction,american-classics,american-literature,children,children-s,children-s-books,children-s-lit,children-s-literature,childrens,childrens-books,classic-fiction,classic-literature,classics,classics-read,classics-to-read,fiction,fiction-classics,general-fiction,historical,historical-fiction,history,literary-fiction,literature,middle-grade,realistic-fiction,the-classics,to-read-classics,ya,young-adult"
117,18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,"children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,classics,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,juvenile-fiction,literature,magic,middle-grade,newbery-award,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,teen,ya,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fiction"
118,7763,The Joy Luck Club,Amy Tan,"adult-fiction,american-literature,asian-literature,classics,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,historical,historical-fiction,history,literary-fiction,literature,memoir,modern-classics,modern-fiction,popular-fiction,realistic-fiction,romance,to-read-fiction,women-s-fiction,young-adult"
119,38447,The Handmaid's Tale,Margaret Atwood,"adult-fiction,canadian-literature,classics,contemporary,contemporary-fiction,fantasy,fantasy-sci-fi,fiction,general-fiction,horror,literary-fiction,literature,modern-classics,politics,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,to-read-fiction"
120,452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,"a-fiction,children,children-s,children-s-books,children-young-adult,childrens,contemporary,contemporary-fiction,contemporary-ya,fiction,general-fiction,realistic-fiction,romance,teen,teen-books,teen-fiction,teen-lit,teens,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-novels,young-adult,young-adult-books,young-adult-fiction,young-adult-lit,young-adults"
121,7604,Lolita,"Vladimir Nabokov, Craig Raine","adult-fiction,american-literature,classic-fiction,classic-literature,classics,classics-to-read,contemporary,contemporary-fiction,fiction,general-fiction,historical-fiction,literary-fiction,literature,modern-classics,psychology,realistic-fiction,romance,russian-literature,the-classics,to-read-classics,to-read-fiction"
122,37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","Gregory Maguire, Douglas Smith","adult-fantasy,adult-fiction,classics,contemporary,contemporary-fiction,fairy-tales,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,fiction-fantasy,general-fiction,literary-fiction,literature,magic,modern-fiction,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,speculative-fiction,witches,ya,young-adult"
123,5358,"The Firm (Penguin Readers, Level 5)",John Grisham,"action-thriller,adult-fiction,contemporary,contemporary-fiction,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,crime-thriller,fiction,fiction-general,general-fiction,legal-fiction,legal-thriller,legal-thrillers,literature,modern-fiction,murder-mystery,mysteries-thrillers,mystery,mystery-crime,mystery-crime-thriller,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,pop-fiction,popular-fiction,suspense,suspense-thriller,thriller,thriller-crime,thriller-mystery,thriller-suspense,thrillers"
