book_id,goodreads_book_id,genres
97,17245,"adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fantasy,fantasy-sci-fi,fiction,gothic,gothic-fiction,gothic-horror,historical,historical-fiction,horror,horror-thriller,literature,mystery,romance,sci-fi-fantasy,science-fiction,suspense,the-classics,thriller,to-read-classics"
98,5060378,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-mystery-thriller,crime-thriller,detective,fiction,general-fiction,literature,modern-fiction,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thrillers,nordic-noir,popular-fiction,realistic-fiction,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
99,11857408,"contemporary,fiction,romance,romance-contemporary,young-adult"
100,7244,"adult-fiction,american-literature,classics,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,historical,historical-fiction,history,literary-fiction,literature,modern-fiction,realistic-fiction,to-read-fiction"
101,4137,"adult-fiction,adult-non-fiction,adult-nonfiction,autobiography,autobiography-memoir,bio-memoir,biography,biography-autobiography,biography-memoir,contemporary,fiction,literature,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-biographies,non-fiction,nonfiction"
102,19543,"award-winner,award-winners,children,children-books,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,children-young-adult,childrens,childrens-book,childrens-books,childrens-fiction,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,fantasy,favorite-children-s-books,fiction,literature,modern-fantasy,ya,young-adult"
103,7126,"adult-fiction,classic-fiction,classic-literature,classics,classics-to-read,crime,fantasy,fiction,french-literature,general-fiction,historical,historical-fiction,history,literary-fiction,mystery,romance,the-classics,thriller,to-read-classics,to-read-fiction"
104,6288,"adult-fiction,american-literature,classics,contemporary,contemporary-fiction,fantasy,fantasy-sci-fi,fiction,general-fiction,horror,literary-fiction,literature,modern-classics,modern-fiction,sci-fi,sci-fi-fantasy,science-fiction,scifi,scifi-fantasy,speculative-fiction,suspense,thriller"
105,18710190,"fantasy,fantasy-sci-fi,fiction,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi,teen,teen-fiction,ya,ya-books,ya-dystopia,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fiction"
106,9418327,"adult-non-fiction,adult-nonfiction,auto-biography,autobiography,autobiography-memoir,bio-memoir,biographies-and-memoirs,biographies-memoirs,biography,biography-autobiography,biography-memoir,contemporary,fiction,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-biographies,non-fiction,nonfiction"
107,3473,"adult-fiction,classics,contemporary,contemporary-fiction,fiction,general-fiction,historical-fiction,love-story,realistic-fiction,romance,ya"
108,9416,"adult-fiction,chick-lit-romance,contemporary,contemporary-fiction,contemporary-romance,fiction,general-fiction,realistic-fiction,romance,women-s-fiction,womens-fiction,ya,young-adult"
109,24280,"adult-fiction,classic-fiction,classic-literature,classics,classics-to-read,fiction,french-literature,general-fiction,historical,historical-fiction,history,literary-fiction,literature,romance,the-classics,to-read-classics,to-read-fiction,war"
110,10572,"adult-fantasy,adult-fiction,dragons,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fiction,fiction-fantasy,historical,historical-fiction,magic,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,war"
111,10441,"adult-fiction,classics,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-fiction,mystery,popular-fiction,read-fiction,realistic-fiction,romance,young-adult"
112,15507958,"adult-romance,contemporary,fiction,general-fiction,literary-fiction,love-story,romance,women-s-fiction,womens-fiction,ya"
113,168668,"adult-fiction,american-literature,classic-fiction,classic-literature,classics,classics-to-read,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,history,literary-fiction,literature,military,modern-classics,to-read-classics,to-read-fiction,war,world-war-2,world-war-ii"
114,6900,"adult-fiction,autobiography,biographies-memoirs,biography,biography-memoir,classics,contemporary,contemporary-fiction,fiction,general-fiction,literature,memoir,memoir-biography,memoirs,non-fiction,nonfiction,philosophy,psychology,realistic-fiction,young-adult"
115,2187,"adult-fiction,american-literature,award-winners,classics,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,history,literary-fiction,literature,modern-fiction,pulitzer-fiction,realistic-fiction,to-read-fiction"
116,24583,"adult-fiction,american-classics,american-literature,children,children-s,children-s-books,children-s-lit,children-s-literature,childrens,childrens-books,classic-fiction,classic-literature,classics,classics-read,classics-to-read,fiction,fiction-classics,general-fiction,historical,historical-fiction,history,literary-fiction,literature,middle-grade,realistic-fiction,the-classics,to-read-classics,ya,young-adult"
117,18131,"children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,classics,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,juvenile-fiction,literature,magic,middle-grade,newbery-award,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,teen,ya,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fiction"
118,7763,"adult-fiction,american-literature,asian-literature,classics,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,historical,historical-fiction,history,literary-fiction,literature,memoir,modern-classics,modern-fiction,popular-fiction,realistic-fiction,romance,to-read-fiction,women-s-fiction,young-adult"
119,38447,"adult-fiction,canadian-literature,classics,contemporary,contemporary-fiction,fantasy,fantasy-sci-fi,fiction,general-fiction,horror,literary-fiction,literature,modern-classics,politics,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,to-read-fiction"
120,452306,"a-fiction,children,children-s,children-s-books,children-young-adult,childrens,contemporary,contemporary-fiction,contemporary-ya,fiction,general-fiction,realistic-fiction,romance,teen,teen-books,teen-fiction,teen-lit,teens,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-novels,young-adult,young-adult-books,young-adult-fiction,young-adult-lit,young-adults"
121,7604,"adult-fiction,american-literature,classic-fiction,classic-literature,classics,classics-to-read,contemporary,contemporary-fiction,fiction,general-fiction,historical-fiction,literary-fiction,literature,modern-classics,psychology,realistic-fiction,romance,russian-literature,the-classics,to-read-classics,to-read-fiction"
122,37442,"adult-fantasy,adult-fiction,classics,contemporary,contemporary-fiction,fairy-tales,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,fiction-fantasy,general-fiction,literary-fiction,literature,magic,modern-fiction,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,speculative-fiction,witches,ya,young-adult"
123,5358,"action-thriller,adult-fiction,contemporary,contemporary-fiction,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,crime-thriller,fiction,fiction-general,general-fiction,legal-fiction,legal-thriller,legal-thrillers,literature,modern-fiction,murder-mystery,mysteries-thrillers,mystery,mystery-crime,mystery-crime-thriller,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,pop-fiction,popular-fiction,suspense,suspense-thriller,thriller,thriller-crime,thriller-mystery,thriller-suspense,thrillers"
124,7937843,"adult-fiction,contemporary,contemporary-fiction,crime,fiction,general-fiction,horror,literary-fiction,literature,modern-fiction,mystery,psychology,realistic-fiction,suspense,thriller,young-adult"
125,1420,"adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-read,classics-to-read,english-literature,fantasy,fiction,ghosts,historical,historical-fiction,literature,poetry,romance,the-classics"
126,234225,"adult-fiction,classic-sci-fi,classics,fantasy,fantasy-and-sci-fi,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fiction,hugo-award,literature,philosophy,politics,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,to-read-fiction,war"
127,2612,"adult-non-fiction,adult-nonfiction,behavioral-economics,business-economics,economics,fiction,general-non-fiction,history,non-fiction,non-fiction-to-read,nonfiction,other-non-fiction,philosophy,politics,psychology,psychology-sociology,read-non-fiction,social-psychology,to-read-non-fiction,to-read-nonfiction"
128,11084145,"auto-biography,autobiography,bio-memoir,biographies-and-memoirs,biographies-memoirs,biography,biography-autobiography,biography-memoir,economics,history,history-biography,memoir,memoir-biography,memoirs,non-fiction,non-fiction-to-read,nonfiction,to-read-biography,to-read-non-fiction,to-read-nonfiction"
129,332613,"adult-fiction,american-classics,american-literature,classic-fiction,classic-literature,classics,classics-to-read,contemporary,contemporary-fiction,fiction,fiction-to-read,general-fiction,historical-fiction,literary-fiction,literature,modern-classics,modern-fiction,psychology,realistic-fiction,to-read-classics,to-read-fiction"
130,2165,"adult-fiction,american-classics,american-literature,classic-fiction,classic-literature,classics,classics-to-read,fiction,fiction-classics,general-fiction,historical-fiction,literary-fiction,literature,modern-classics,realistic-fiction,the-classics,to-read-classics,young-adult"
131,4395,"adult-fiction,american-classics,american-literature,classic-fiction,classic-literature,classics,fiction,general-fiction,historical,historical-fiction,history,literary-fiction,literature,modern-classics,the-classics,to-read-classics,to-read-fiction,young-adult"
132,3431,"christian-fiction,classics,contemporary,contemporary-fiction,fiction,inspirational-fiction,literature,magical-realism,modern-fiction,nonfiction,popular-fiction,psychology,read-fiction,realistic-fiction,romance,young-adult"
133,8127,"canadian-literature,children,children-books,children-s,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens,childrens-books,childrens-classics,childrens-lit,childrens-literature,classics-to-read,fiction,general-fiction,historical,historical-fiction,juvenile-fiction,literature,middle-grade,realistic-fiction,romance,teen,to-read-classics,ya,ya-fiction,young-adult,young-adult-fiction"
134,3777732,"contemporary,fantasy,fantasy-paranormal,fantasy-sci-fi,fiction,magic,paranormal-fantasy,paranormal-romance,sci-fi,sci-fi-fantasy,science-fiction,teen,teen-fiction,witches,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,young-adult,young-adult-fantasy,young-adult-fiction"
135,62291,"adult-fantasy,adult-fiction,contemporary,dragons,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fiction,fiction-fantasy,historical,historical-fiction,magic,politics,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,war"
136,137791,"adult-fiction,classics,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-fiction,popular-fiction,realistic-fiction,romance,southern-fiction,southern-literature,women-s-fiction,womens-fiction,ya,young-adult"
137,10964,"adult-fiction,fantasy,fantasy-sci-fi,fiction,historical,historical-fantasy,historical-fiction,historical-romance,history,magic,paranormal-romance,romance,romance-historical,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy"
138,12296,"adult-fiction,american-classics,american-literature,classic-fiction,classic-literature,classics-read,classics-to-read,fiction-classics,historical,history,literary-fiction,literature,romance,the-classics,to-read-classics,young-adult"
139,9460487,"children,childrens,contemporary,creepy,fantasy,fantasy-sci-fi,fiction,gothic,historical,historical-fiction,horror,magic,magical-realism,modern-fantasy,mystery,romance,sci-fi,sci-fi-fantasy,science-fiction,suspense,teen,teen-fiction,thriller,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fiction"
140,6892870,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-thriller,detective,fiction,general-fiction,literature,modern-fiction,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thrillers,nordic-noir,popular-fiction,realistic-fiction,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
141,18007564,"adult-fiction,contemporary,contemporary-fiction,fantasy,fantasy-sci-fi,fantasy-scifi,general-fiction,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,speculative-fiction,thriller"
142,5043,"adult-fiction,british-literature,classics,contemporary,contemporary-fiction,fantasy,fiction,fiction-historical,fiction-to-read,general-fiction,historic-fiction,historical,historical-fiction,historical-novel,historical-novels,historicalfiction,history,literary-fiction,literature,mystery,romance,suspense,thriller,to-read-fiction"
143,18143977,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-historical,general-fiction,historical,historical-fiction,history,literary-fiction,literature,to-read-fiction,war,world-war-2,world-war-ii,world-war-ll,young-adult"
144,8664353,"adult-non-fiction,adult-nonfiction,american-history,autobiography,biographies-memoirs,biography,biography-autobiography,biography-memoir,fiction,historical,historical-fiction,historical-non-fiction,historical-nonfiction,history,history-biography,memoir,memoir-biography,memoirs,military,military-history,non-fiction,nonfiction,to-read-non-fiction,war,world-war-2,world-war-ii,world-war-ll"
